Temperature (°F),Humidity (%),Wind Speed (mph),Population (millions),Industrial Activity (index),Energy Consumption (MWh)
56.217808319315374,87.6075512807254,1.345118279347357,5.041706627213883,58.56486176677645,587.7998061684862
96.55000144869413,50.27485148310924,1.8983587364333943,6.198517725734203,66.58147494628707,683.4142402500016
81.23957592679835,41.82712931596817,19.97785224066581,6.138163483769303,82.90840837943693,724.3956702426021
71.90609389379256,55.429930398817085,6.532784988518219,3.9918402295692865,119.65253748232125,827.917556658525
40.921304830970556,50.76581820430371,14.963678240976927,3.8397986259682195,114.98763984635418,723.5125504039829
40.91961642353419,27.396527898322073,16.13330106053633,1.959612570429381,169.95377930041866,896.029349585996
34.06585285177396,64.85784202831444,17.160465420144583,4.301184885816415,160.92119808261702,928.0515524659445
90.63233020424546,35.12267277567197,19.95256594804313,1.8954520198566818,113.9477440986052,826.5440930581888
72.07805082202461,63.37115684284807,4.829929705137356,7.899363502408464,100.05563113634449,799.9112963314327
79.56508044572318,65.51407646787074,0.8070165371939941,9.696468679733673,97.4703176092248,820.5710338078245
31.440914600706172,30.64173971900537,8.22383035989172,9.730670110000363,166.09926309410133,869.6938731341884
97.8936896513396,24.29447389774677,2.601613396578939,8.785639894378544,57.81086093319046,613.1057113526239
88.27098485602951,74.65331102479078,0.4485177832411025,6.407129344056572,51.923247426590876,666.4318965506401
44.863737747479334,52.18602966385241,7.208536542829722,7.307791275194919,169.3316587889972,962.1731337037978
42.72774770449704,24.071465685383306,15.67476502150473,3.5668522241237266,121.5719563983574,681.7626292560446
42.83831568974037,89.6406422018837,11.323613824501418,6.676933781553585,69.6321707830364,622.6981892023273
51.29695700716764,24.044639269745666,6.255559784207081,5.100845944958897,85.33489018917518,575.7135834670753
66.73295021425665,68.65246602009873,13.086840109854394,5.338156057992393,189.8755929646074,1131.6967684932945
60.2361513049481,88.85752476843895,4.640363606176214,7.819989043376421,178.9254463437347,1116.051541746443
50.386039813862936,36.742607295114794,0.2876289214417005,3.537265200375265,156.4677575335959,868.9560956870766
72.82970263056657,29.95745580810373,15.287067728728548,3.8623565052506788,122.33378455059898,824.6040878699966
39.76457024564293,28.496945759570025,12.474861697280183,9.321776120157729,128.04854392870786,750.8984119553313
50.45012539746527,41.22926032973169,15.2460524900192,1.5060186536587503,196.2866802925938,1060.0802080212845
55.645329030558415,27.07320677074527,0.7787603337533122,5.370708685720063,194.86556658264305,1042.853952513336
61.92489889519251,68.45129391858924,16.742392556613044,9.215207203670756,82.29035686787515,737.3714335410508
84.96231729751095,24.36042586910439,12.390524000726067,6.493267070363413,171.66568494579772,1044.1702107006943
43.97716475108518,55.65954897048528,11.267907014252803,5.9176636679091885,79.58639992505252,588.4534792769715
65.9964106889528,89.76877976970837,12.492280962290632,3.247697613064197,82.03062168259271,745.2344364994416
71.46901982034296,76.97791886542132,17.288664937367283,4.089479401580034,151.4139551246865,1030.883110982704
33.25152889039984,63.06536067617076,11.73873013117814,8.668435742242236,110.75016478813225,729.0255700296942
72.5281396331007,41.43775345506282,11.619007597763586,6.032963185916123,189.73166106597802,1124.4257361003183
41.936688658110405,63.672708540414696,19.813583141315316,5.6326797438110185,63.35146023440132,573.0434330384686
34.55361150896957,56.89290247381562,15.13460334137136,1.8962174218602603,126.72884612142396,762.227749853122
96.42198760773333,49.82583687232601,8.845876109022706,1.144253408096108,187.77822956646818,1169.8844431497976
97.59424231521916,29.149726371813962,14.147940000658554,9.673166698183442,185.61704907192578,1166.4718179815025
86.58781436815228,82.06229506683266,7.78460943383577,4.392875505581575,73.47938201236119,726.5187479722748
51.32296384213595,51.484925417492576,4.57750924966998,6.428917558895539,104.99565501446847,710.9408245735459
36.83704798044687,33.62357582745356,11.937037537755188,1.7174356586855648,142.86821000700445,787.6955504968047
77.89631185585098,45.74315456141027,18.56364196227903,7.148028571507419,73.90923271571033,676.3218679531876
60.81067456177209,48.989082677024896,18.582790400309253,9.393100378353648,195.20332580686082,1133.828454706672
38.54267643913452,77.9276526896812,6.838105562109806,6.180987276976777,187.21239930914905,1051.04666352238
64.6623837077889,71.35300663929814,10.553549324433899,2.135037901378695,75.04252685517038,681.2080112682066
32.40719647806529,73.85134255489379,4.232717971397224,6.23549374726129,68.1733191891478,571.9590215681571
93.65242814551475,20.772188510005304,19.912622189977668,7.897124917941872,62.81127242123979,634.2626200647825
48.11459871200118,49.130779872583304,19.622358157358715,4.657748829166168,186.41654960549468,1042.4668156889086
76.37655990477873,53.69409061447266,12.990178594148947,8.91853973147321,79.04357146931912,709.965172891507
51.819775326258764,21.343459377613968,16.088281193549467,6.83814658021628,112.44273928165322,712.3898029423365
66.40476148244676,38.186924612152396,14.302003225674,9.093240264602823,117.32770484780045,816.9149899967954
68.26971955402958,73.22028761854945,11.863164380789364,6.611547801226035,139.85165663203514,969.6259017207751
42.93981188678689,29.597679401029936,1.066959939777954,2.181591748043418,60.760301562113746,446.88358383783844
97.8709239435191,57.47170920168141,9.09528685105322,3.787225399946702,84.01379261007739,806.5444800144278
84.25929763527802,35.06413104120662,13.49572604334821,2.8161545342721124,189.7235580378389,1105.8455112258782
95.76492590949324,20.84845422507253,13.550632277673692,9.179438479451761,186.26151609028543,1123.1548578091708
92.63791452993541,36.8841020319679,7.462452368447671,7.843600605587344,167.19359711085383,1066.9371156707512
71.85299851677595,88.31116284370377,18.833839733160612,7.087585320190055,52.910186842732315,651.8308721537531
94.53119645161817,76.10759783180927,3.34714064473562,3.708696876684595,99.0510152744153,840.6524187666008
36.194475143634364,87.17036510247233,10.007188924311212,2.656402948451922,144.19381030143617,877.9790484283392
43.718800369340165,54.149783074845374,13.817679531016456,7.808059791900206,91.27853176602136,655.1150235235061
33.16591022373766,27.681533907425244,13.942716117836184,5.267421512911717,186.4380042580666,938.3178162401421
52.7731231534285,58.35716422815851,12.97277913537631,3.032105969355662,145.0834192748663,895.1692630703644
57.20741027826374,51.80641341919726,5.505764269037203,6.549597803487476,60.78600759746684,554.3238328731929
48.99443222417271,79.10499579177312,3.1241313737324394,1.3630046692460678,186.35083832535545,1060.3027162155904
88.01162564063506,26.865780654897122,12.718806536534217,3.9355322871542815,193.66499872643337,1140.1246321230149
54.97273286855125,54.176879591524475,11.986042322788755,5.2170129513202115,61.65686275875882,556.3003118167079
49.66541567811665,30.5034065285789,3.5871202057848195,2.3316250069846527,129.85403522919722,743.8125473648498
67.9887258210774,42.7273148823042,14.102782911411268,9.861890298317556,95.50464233212557,745.5606022759766
39.86469574823339,71.61499541714598,9.103439834673129,2.8818762813065284,108.92586147221036,707.1763871201737
86.15378865278278,53.32126905581366,13.355211832063059,2.1731781703893898,76.94768269330129,679.9442883537166
35.21854505758396,46.31217996020385,16.747341595403014,2.8318138649820677,136.71081530186189,787.8645113065992
99.08208556203621,47.61333949990247,3.3945685715384633,7.921550198437518,193.6969029873336,1216.8802942904122
84.05713385076602,52.16127378841907,0.3828973599367336,4.829550933446585,125.46089004074136,903.7018113477637
43.91009770739207,74.95115806859398,15.582051727915736,6.088743457772842,62.43718720917217,586.7791017354588
30.386548198652168,82.4459282258164,12.193948503052319,1.1890824128772466,143.00020002161125,860.4860331255801
87.0822999918384,86.87342805527499,13.992791392442435,1.309881777159831,101.03344916768856,864.7114222954225
79.48001406933321,75.08323703787066,16.76309949977285,5.012429948443145,178.3887784386947,1155.3407012462455
81.03050176286911,42.07848270236089,16.05621869649001,8.349897188814612,115.20172224747053,870.5617420895146
83.9889242680162,68.16942942605795,19.218402938576492,8.967149908368087,78.92594134133684,756.4328227899607
35.183125621386324,50.63221868387743,10.718701577042363,1.780359108360762,78.66584340367174,550.5931983296849
55.09260099809909,37.82694354322358,9.769912653198107,5.845267918909205,165.31462710817405,967.4272743885574
38.110834166759076,78.86101055981459,8.037743997814601,9.219067176513434,89.83813974610399,692.3793766757049
90.41723981129155,22.68984442736275,3.073820856884091,4.491754789580977,165.08500912388345,1020.5466796496935
73.63086887792906,83.12333944947964,11.45214465764045,8.466092482855316,80.88309661498991,763.888229898149
53.16286173968544,52.30342252373139,5.540250486519575,2.203260889594926,98.25295530519641,676.1134567234216
34.44908452002166,64.60410337657963,18.42615024425951,9.418550407010189,119.82304586595491,786.91486820237
51.76876252009635,66.15477455440478,11.663816085541951,7.762809857781724,191.4793774540176,1087.6672091088028
52.76283254187229,82.65824184945754,11.856803610162203,9.472009535082115,189.7597137130737,1136.1073109889787
81.07243248366449,64.56687775170451,7.0984932175402005,7.089555101972558,81.03078131334317,731.6009427501084
74.62902299486493,62.975350933204325,1.0397870395541498,4.270635387994843,103.73285618646092,795.9027138764778
92.10489198034286,24.6656428392483,0.6348753074597724,9.443630552722501,72.40990826806585,672.1775914734313
63.055044761336454,56.28856153616429,8.46670288306395,3.480100986782606,126.49776189702457,841.0742286300105
38.37159721568112,30.511830057192917,1.691307561944757,3.9895526985555927,119.08738260419999,683.2137359824814
79.92713510560965,71.62036381050399,12.136939110802782,7.307275762015663,185.11402436760986,1176.578523757341
83.25495340318282,55.85553445688721,17.61946011279315,7.887846695728476,189.50080666866089,1197.366896141194
69.28940382986474,67.61594454458474,17.658296330374444,9.364631354642384,107.53510865109382,846.6390208782332
83.96770259681927,22.9171030421669,13.180908202644648,2.8432216815058853,123.76069145284842,827.3461908719491
64.56569174550735,25.935441123206225,4.224636629458621,8.181982316973016,184.43543737191996,1027.9006471670432
66.59129805673959,70.14263716438776,17.259936627177442,7.646914480572671,171.0061711617592,1095.0528352660249
59.927871285098476,25.045903519907135,17.721868706264164,1.574151006282381,50.548446701697394,462.31077762657833
31.77933887208666,24.9879709435681,3.933071699059174,4.485008270891862,98.00893462753737,575.4386596885744
